Frame 60: CHEST_TILE_VALUE positions:
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 1560: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 1620: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 1680: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 1740: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 1800: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 1860: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 1920: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 1980: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 2040: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 2100: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 2160: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 2220: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 2280: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 2340: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
  Chest at (304, 129)
  Chest at (314, 135)
  Chest at (314, 235)
  Chest at (319, 135)
  Chest at (323, 237)
  Chest at (335, 114)
  Chest at (337, 260)
  Chest at (343, 255)
  Chest at (344, 110)
  Chest at (344, 260)
  Chest at (392, 230)
  Chest at (397, 34)
  Chest at (402, 136)
  Chest at (403, 235)
  Chest at (404, 135)
  Chest at (405, 35)
  Chest at (406, 42)
  Chest at (433, 35)
  Chest at (433, 85)
  Chest at (464, 10)
  Chest at (465, 210)
  Chest at (473, 3)
Total chests: 59

Frame 2400: CHEST_TILE_VALUE positions:
  Chest at (7, 13)
  Chest at (14, 10)
  Chest at (14, 110)
  Chest at (14, 235)
  Chest at (15, 60)
  Chest at (23, 118)
  Chest at (25, 103)
  Chest at (32, 155)
  Chest at (45, 160)
  Chest at (45, 260)
  Chest at (75, 60)
  Chest at (101, 253)
  Chest at (103, 260)
  Chest at (103, 262)
  Chest at (116, 82)
  Chest at (120, 73)
  Chest at (133, 12)
  Chest at (133, 35)
  Chest at (133, 260)
  Chest at (134, 10)
  Chest at (135, 29)
  Chest at (144, 10)
  Chest at (144, 72)
  Chest at (144, 254)
  Chest at (164, 60)
  Chest at (165, 110)
  Chest at (165, 235)
  Chest at (171, 105)
  Chest at (193, 260)
  Chest at (195, 235)
  Chest at (218, 106)
  Chest at (218, 139)
  Chest at (223, 110)
  Chest at (225, 135)
  Chest at (253, 235)
  Chest at (272, 205)
  Chest at (283, 210)
